user,text,created_at 
TellesCelso,"RT @republica_ctba: Em janeiro, o então prefeito de Wuhan admitiu ter omitido dados sobre o Coronavírus https://t.co/A2jUrCnZVw",2020-03-20
LA_Carniel,"COMUNICADO ATENDIMENTO ;

 Informamos que em razão da pandemia  coronavirus vamos racionalizar o  atendimento presencial aqui na firma, apenas com hora  marcada no fone:(51) 3019.6266 ou nos cel. 992179133 ou no  whats  998763366 ou no email:  vendas@novaplasticos.ind.br

Gratos https://t.co/4kuC5RMYYv",2020-03-20
DanielaAdornoM1,RT @cinepop: Coronavírus | TODOS os Filmes Brasileiros Adiados em 2020 - https://t.co/YhEl0LcvEZ https://t.co/3MqItEoZCi,2020-03-20
lluana5,"RT @igormello: Casa grande e senzala versão 2020, em tempos de coronavírus. A patroa moradora do Alto Leblon, endereço mais caro do Brasil,…",2020-03-20
thayfranca11,"RT @ttwitandu: Você atraí aquilo que fala:

ADEUS CORONAVIRUS
ADEUS CORONAVIRUS
ADEUS CORONAVIRUS
ADEUS CORONAVIRUS
ADEUS CORONAVIRUS
ADEUS…",2020-03-20
bwionic,RT @alefrota77: Vamos falar a verdade Bolsonaro trouxe um avião de Coronavirus p Brasil.,2020-03-20
sthefani_erica,RT @biacrfxxx: coronavirus eu quero fuder porra mete o pé caralho,2020-03-20
derlhi3,"Maníaco do Planalto: Com 22 pessoas de sua comitiva infectadas pelo coronavírus, Bolsonaro dobra a aposta no caos https://t.co/N1ARiuwLGE

É O VIRUS DA GANÂNCIA.",2020-03-20
dantas_edmilson,"Acho que vcs deveriam se limitar a falar do esporte, afinal informações técnicas sobre o Coronavirus já era em outras midias. #redacaosportv",2020-03-20
Beln82,"RT @KazamaGZ: 🗞️ @galiciapress • O mundo do cinema galego ofrece películas gratis online durante a corentena polo coronavirus.

📤 @muller_v…",2020-03-20
J4NJAO,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
Mariame19970907,"RT @BolsonaroSP: Veja mais medidas tomadas por @JairBolsonaro no combate ao coronavirus, desta vez nos setor de transportes. https://t.co/Z…",2020-03-20
indi_eu_avisei,"RT @SrTrotsky: Coronavirus crise.

Senado: Votação virtual, salário integral
Câmara Dep Fed: Votação virtual, salário integral
Justiça: Sus…",2020-03-20
reporterbeto,"Situação de Emergência: Prefeitura Municipal adota medidas para evitar disseminação do coronavírus em Araras, SP. SAIBA MAIS! https://t.co/qhOzgPeUZB https://t.co/6X6Ww6VkDp",2020-03-20
MOTS_hyung,"NÃO SEI O QUE ME DA MAIS RAIVA
1- O POVO QUE TA DE ""QUARENTENA"" NÃO FICAR EM CASA
OU
2- O COMERCIANTE AUMENTAR O PREÇO DO ÁLCOOL GEL EM QUASE O DOBRO
VOCÊS TEM O SENSO ENFIADO NO RABO SEUS BANDO DE ACÉFALOS?????
#COVIDー19 #coronavirusbrasil #coronavirusnobrasil",2020-03-20
caganissobro,RT @IdcAboutU: Espalhem agora essa merda com a rapidez que espalharam o coronavirus caralho,2020-03-20
dymorena01,"RT @ttwitandu: Você atraí aquilo que fala:

ADEUS CORONAVIRUS
ADEUS CORONAVIRUS
ADEUS CORONAVIRUS
ADEUS CORONAVIRUS
ADEUS CORONAVIRUS
ADEUS…",2020-03-20
FdpLixo,@adrianodgf @AiltonBenedito O MAIOR FUNIL DE VENDAS DA CHINA NOVA ORDEM MUNDIAL CONDUZINDO O GADO FERRAR COM A ECONOMIA CORONAVIRUS O CAVALO DE TROIA https://t.co/ROorqgYXM3,2020-03-20
oWallacetavares,"RT @Andersinho_ITA: 🇮🇹 O QUE REALMENTE ESTAMOS VIVENDO NA ITÁLIA. 

Compartilhe com teus amigos e familiares.

#coronavirus #ficaemcasa #it…",2020-03-20
MandsMomsem,RT @alefrota77: Vamos falar a verdade Bolsonaro trouxe um avião de Coronavirus p Brasil.,2020-03-20
DELADELA07,"RT @JornalOGlobo: Coronavírus: novidade no Brasil, implante de chips é aposta da Medicina https://t.co/Fhdf9DJV8w https://t.co/dAdbkqduEC",2020-03-20
carulessa,"Pelo que temos observado em gráficos, a curva de contaminação pelo Covid-19 cresce rapidamente no Brasil. Vocês acham que vamos entrar em Quarentena Oficial como na Itália e Espanha?!? Se sim, quando?!? #perguntacoronavirus",2020-03-20
SorArthurDayne,RT @republica_ctba: Trump sobe o tom: “Vamos chamar o Coronavírus de Vírus Chinês” https://t.co/pFHQbed8ym,2020-03-20
FernandoDSantos,RT @renato_rovai: Os terraplanistas que não acreditam em coronavírus estão todos com...  coronavírus.,2020-03-20
thauan_martha,"RT @ColunadoFla: Livre de risco! Uma semana após internação por coronavírus, dirigente do #Flamengo recebe alta

https://t.co/f0z2axmfaL",2020-03-20
Edercast,RT @reinaldoazevedo: Sexta na @folha: O coronavírus não é o único patógeno perigoso que hoje contamina as Forças Armadas https://t.co/as4d9…,2020-03-20
WeltonCAlves,"RT @EugenioCosta8: #CoronavirusPlantao 

via @OFavelado2 : Olha a distância que #Malafaia está do público!!!!! Depois que Juiz do RJ libera…",2020-03-20
dxggertattoo,"RT @scarsoned: OMS: evitem aglomerações para a não propagação do coronavirus.

Brasileros: fazem passeata de conscientização contra o vírus…",2020-03-20
savioduquem,Número de mortes por coronavírus no mundo passa de 10 mil #Coronavirus https://t.co/RpxB5OsQw8,2020-03-20
DanielsonBolado,RT @girlsrapbrasil: LENDA: Cardi B conversou com o DJ responsável pelo “Coronavirus (Remix)” e todo dinheiro arrecadado com as vendas da mú…,2020-03-20
dbrhduarte,RT @lilian_tahan: ATENÇÃO: casos de Coronavírus no DF crescem assustadoramente e chegam a 61. https://t.co/Ko6b7jzGJW,2020-03-20
mylaahsoares,"Sabe o que o Coronavirus mostrou? Que voce pode viver com o mínimo possível e amar de forma tão intensa as pessoas que não conhece. De verdade, sejam mais empáticos e menos egoístas",2020-03-20
HelderSCosta,"RT @EugenioCosta8: #CoronavirusPlantao 

via @OFavelado2 : Olha a distância que #Malafaia está do público!!!!! Depois que Juiz do RJ libera…",2020-03-20
9742468o,RT @revistaforum: Vídeo: Brasileiros ignoram recomendações e fazem “passeata contra o coronavírus” https://t.co/raqWc4v58e,2020-03-20
gugaborges_ms,"RT @usponline: A vacina contra coronavírus em desenvolvimento na USP é diferente da americana.

Na Rádio USP, o professor Jorge Kalil expli…",2020-03-20
lf_nunes,"RT @ruben_berta: Enquanto o coronavírus avança, um apadrinhado político de um ""vereador-secretário"" de Crivella, sem formação em gestão ou…",2020-03-20
Zayn_Pintudo,"RT @dw_brasil: Mortes por #coronavirus passam de 10 mil no mundo: 
casos diagnosticados de #COVID19 são mais de 244 mil, e mais de 86 mil p…",2020-03-20
ROZECOMZ1,"RT @drauziovarella: Quando o novo coronavírus chegou ao Brasil, Drauzio orientou que todos seguissem a vida normalmente e evitassem entrar…",2020-03-20
imeduwrdo,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
MarcioSlo,RT @revistaforum: Jair Bolsonaro foi incapaz de controlar a propagação do coronavírus no próprio Palácio do Planalto. Servidores vivem cená…,2020-03-20
3cykbispo,RT @bucetopdcristal: o biroliro fingindo que não tá com coronavirus,2020-03-20
Casagrande_ES,"Estamos reunidos com as lideranças lideranças religiosas para juntos alinharmos as ações de prevenção ao #Covid19 #Coronavírus nas Igrejas. Em breve, publicaremos mais informações. https://t.co/m0yrQzv8Nc",2020-03-20
Jebarrios,"Hoje é sexta feiraaaa, dia de maldade, dia de happy hour na sacada! #quarentena #coronavirus",2020-03-20
manumondelo,"Herdeiro de bosta nenhuma, Dom Antônio está hospitalizado com coronavírus",2020-03-20
miizapella,tossindo igual uma fdp mas juro que não é coronavirus,2020-03-20
Samy02,RT @folha: Adultos mais jovens respondem por grande proporção das internações por coronavírus nos EUA https://t.co/1DQBIngPYp,2020-03-20
santarosam,RT @professoraRR: Coronavírus: ministro Mandetta revela a verdade que a imprensa tenta esconder (veja o vídeo) https://t.co/7MTqpyxNIq,2020-03-20
Paloma_Cali,"RT @anacampos_cb: Na contramão do governo Bolsonaro, @IbaneisOficial pede ajuda ao governo chinês para conter o #coronavirus https://t.co/T…",2020-03-20
leandrograss,"Hoje, às 19 horas, estarei ao vivo lá no meu Instagram (@leandrograss) com o médico da família e comunidade, Estevão Rolim. 

Participe e mande já a sua pergunta sobre o COVID-19 para o nosso WhatsApp (61 982919033).

#coronavirus #covid19 #prevenção https://t.co/AVoGAsLmcI",2020-03-20
ArimateiaMacedo,MTST cria fundo de emergência para os Sem-Teto com o Coronavírus https://t.co/iJKPcbn8mf,2020-03-20
FClaudiolopes,"RT @folha: RELEMBRE FRASES DE BOLSONARO SOBRE O CORONAVÍRUS

""Está superdimensionado""
""É muito mais fantasia""
""Outras gripes mataram mais""…",2020-03-20
tissia_diniz,"@minsaude @lhmandetta  @infraero aeroporto de Congonhas operando sem ar condicionado, alegando que o corona virus não resiste ao calor! Com que embasamento científico?? Todo mundo  respirando o mesmo ar! #aeroportodecongonhas #coronavirusbrasil #governofederal #infraero https://t.co/oZR9owKabj",2020-03-20
hm_Riick,"O surto de coronavirus está em sua fase inicial no Brasil.

Evitem aglomerações

O que a prefeitura de Curitiba faz, diminui a frota de ônibus nas ruas, aumentando ainda mais a aglomeração dentro do coletivo.

Depois o Greca vai na TV chorar novamente e comover os trouxas.",2020-03-20
FueledByMyself,"RT @meganoticiascl: Banco Itaú flexibiliza pago de créditos ante emergencia por coronavirus

https://t.co/Gzw5ztW3CA",2020-03-20
HeraldoMoreira,"RT @blogdopannunzio: O coronavirus já matou quase nove mil pessoas no mundo. Mas a vítima mais importante é... O liberalismo econômico!
Não…",2020-03-20
EARibeiro,"RT @BelinhaPoodleBR: Sabe por que vc tem de ficar em casa?

Pq se muitas pessoas tiverem o coronavirus Não terão hospitais, médicos e equip…",2020-03-20
dusarmento_,"RT @bielsiqueiraRJ: “Fiquem tranquilos , nosso governo está pronto para enfrentar o coronavírus”

O governo:

COVID-19 #NaQuarentenaEu #vir…",2020-03-20
Jessyhelena1,"RT @ttwitandu: Você atraí aquilo que fala:

ADEUS CORONAVIRUS
ADEUS CORONAVIRUS
ADEUS CORONAVIRUS
ADEUS CORONAVIRUS
ADEUS CORONAVIRUS
ADEUS…",2020-03-20
lucia_isaura,"RT @arte_prima: O Coronavirus já está dando o maior sapeca iaiá no neoliberalismo.

Depois q essa onda passar, nunca mais o Mundo vai ser o…",2020-03-20
ElyMarola,"RT @BelinhaPoodleBR: Sabe por que vc tem de ficar em casa?

Pq se muitas pessoas tiverem o coronavirus Não terão hospitais, médicos e equip…",2020-03-20
valdilaneolivei,"RT @JapaDoB0ls0: Li Wenliang, o médico chinês que foi o primeiro a alertar sobre o Coronavirus, em dezembro de 2019. O governo ditador chin…",2020-03-20
MargaretteBras5,"@ptbrasil Neste momento todos nós de direita ou esquerda temos que exigir que o Fundão eleitoral seja usado para o coronavirus e que o salários e benefícios dos políticos sejam cortado pela metade e esse valor seja distribuído para o povo!
Unidos somos mais fortes!",2020-03-20
3a8e5d3f831646f,"RT @minsaude: ▶ O envolvimento de todos é importante para o Brasil 🇧🇷 controlar o #coronavírus. Por isso, é fundamental seguir as orientaçõ…",2020-03-20
BetoPereira19,"RT @dw_brasil: Mortes por #coronavirus passam de 10 mil no mundo: 
casos diagnosticados de #COVID19 são mais de 244 mil, e mais de 86 mil p…",2020-03-20
carlosa51797147,Coronavirus-desmascarado a Globo . https://t.co/9e237dI8jJ via @YouTube,2020-03-20
otaavila,"@vivobr 1 semana sem internet e telefone, 
@vivobr . Foram 6 promessas de prazo pelo atendimento online. Família em home office pelo #coronavirus e este é o presente da operadora. Lembrando que é o serviço mais caro entre as operadoras. E a conta aumentou este mês. Clientes há 4 anos!",2020-03-20
mhelenaRS,MTST cria fundo de emergência para os Sem-Teto com o Coronavírus https://t.co/c9Sq9r2STa,2020-03-20
Joao_Filho50,RT @ReginaRondon3: Coronavírus: ministro Mandetta revela a verdade que a imprensa tenta esconder (veja o vídeo) https://t.co/1y2ZUl8WpZ,2020-03-20
Gabriell_XVIII,RT @drtgabriell: se o coronavirus não te pegar eu pego https://t.co/z7LNSu9wIc,2020-03-20
muskitera,"RT @SrTrotsky: Coronavirus crise.

Senado: Votação virtual, salário integral
Câmara Dep Fed: Votação virtual, salário integral
Justiça: Sus…",2020-03-20
marcelorcamposs,"quer um exemplo desesperador pra os próximos dias? tuberculose ainda é uma doença real dentre os moradores de comunidade. isso mesmo. tuberculose, em 2020, é uma doença ok de se contrair no morro. o coronavirus vai destruir a população de risco que mora em favela",2020-03-20
KakauSa56983241,@g1 #coronavirus E possível a transmitir o virus do corona para os animais de estimação. Pq vi que no cartão de vacina do meu cão está a vacina do corona-virus.,2020-03-20
LolaMastrian,MTST cria fundo de emergência para os Sem-Teto com o Coronavírus https://t.co/wKjbDTHaXR,2020-03-20
mspontocom,Crise Coronavírus: Coronel David leva reivindicações do setor varejista ao Governo MS https://t.co/dvrD2K7RcH https://t.co/Dw36v3eEy4,2020-03-20
WillyanSalles,"RT @BolsonaroSP: Veja mais medidas tomadas por @JairBolsonaro no combate ao coronavirus, desta vez nos setor de transportes. https://t.co/Z…",2020-03-20
Soul_Adri,RT @alefrota77: Vamos falar a verdade Bolsonaro trouxe um avião de Coronavirus p Brasil.,2020-03-20
oironyoliveira,"eeeeeh, pode passando álcool na máquina.. #CORONAVIRUS https://t.co/MM3uDZhrLK",2020-03-20
vhboni,"RT @maiconkusterkkk: pq q os cara quer tanto chamar coronavirus de ""vírus chines""? kkkkkkkkkkk

""ah pq veio de la"" beleza mano yakisoba tb…",2020-03-20
FernandoDSantos,RT @revistaforum: Jair Bolsonaro foi incapaz de controlar a propagação do coronavírus no próprio Palácio do Planalto. Servidores vivem cená…,2020-03-20
Incapturado,"eu no terceiro dia de quarentena 
#coronavirus #CoronavirusPlantao https://t.co/3aqG1Rj37e",2020-03-20
tati_alexandra8,"RT @ttwitandu: Você atraí aquilo que fala:

ADEUS CORONAVIRUS
ADEUS CORONAVIRUS
ADEUS CORONAVIRUS
ADEUS CORONAVIRUS
ADEUS CORONAVIRUS
ADEUS…",2020-03-20
DudaSavian,"RT @maiconkusterkkk: pq q os cara quer tanto chamar coronavirus de ""vírus chines""? kkkkkkkkkkk

""ah pq veio de la"" beleza mano yakisoba tb…",2020-03-20
WilsonC05348308,RT @reinaldoazevedo: Sexta na @folha: O coronavírus não é o único patógeno perigoso que hoje contamina as Forças Armadas https://t.co/as4d9…,2020-03-20
lucaszabin,"RT @folha: RELEMBRE FRASES DE BOLSONARO SOBRE O CORONAVÍRUS

""Está superdimensionado""
""É muito mais fantasia""
""Outras gripes mataram mais""…",2020-03-20
marxxcele,"*1 caso de corona confirmado em Belém/Pa*
Recomendação: ninguém sai de casa
Realidade: Br lenta em direção aos interiores de belém
#CoronavirusPlantao https://t.co/6YVSZIqkjC",2020-03-20
WegdonP,"RT @EvaldoDivlub: @AssumpcaD ""Substitua a usina nuclear pelo coronavírus e a ditadura soviética pela chinesa"". ""A culpa é da China e liberd…",2020-03-20
J_crvg,"RT @bielsiqueiraRJ: “Fiquem tranquilos , nosso governo está pronto para enfrentar o coronavírus”

O governo:

COVID-19 #NaQuarentenaEu #vir…",2020-03-20
nicolly54299577,RT @coronavirusnobr: num aguenta vê uma buce** que já ta babando amigo difícil aonde me diz https://t.co/RaA9VRE1VU,2020-03-20
MargaretteBras5,"@ptbrasil Neste momento todos nós de direita ou esquerda temos que exigir que o Fundão eleitoral seja usado para o coronavirus e que o salários e benefícios dos políticos sejam cortado pela metade e esse valor seja distribuído para o povo!
Unidos somos mais fortes!",2020-03-20
driodopeixe,SP confirma quinta morte por coronavírus; são 7 no Brasil https://t.co/3bV53FurD9,2020-03-20
isabelaalmeidad,"Maldita hora que esse coronavirus apareceu, achei que hoje ia curtir o show do cara que eu amo com @ que eu gosto 🙄",2020-03-20
mechamedewan,"RT @arletesampaio: Em meio à pandemia do coronavírus, o governo nefasto de Bolsonaro corta recursos das pessoas mais fragilizadas economica…",2020-03-20
DiarioSP,MEC: calendário letivo pode ser flexibilizado em função do coronavírus https://t.co/ZoCbsxFchi https://t.co/SGg9UcC9f0,2020-03-20
Crescenti2010,"RT @rosana: Paises que já passaram pelo pico da epidemia de coronavirus são nossos  WAZE: eles nos informam o que vem pela frente. 
Se tem…",2020-03-20
li_pepa,"RT @BolsonaroSP: Veja mais medidas tomadas por @JairBolsonaro no combate ao coronavirus, desta vez nos setor de transportes. https://t.co/Z…",2020-03-20
